,train/loss,train/accuracy@1,test/loss,test/accuracy@1
0,4.057598869800568,8.19,4.389042396374675,3.766
1,3.750717613697052,12.58,3.917496837923289,9.88
2,3.587123465538025,15.53,3.7076831778601917,12.956
3,3.429241809844971,18.18,3.567643016195663,15.53
4,3.3101487350463867,19.98,3.465104026257839,17.278
5,3.3047272682189943,20.03,3.388835114286379,18.478
6,3.1790575194358826,22.08,3.3044325457814403,19.834
7,3.2089747762680054,21.84,3.262072118651836,20.722
8,3.1039974808692934,23.44,3.190470129632584,21.914
9,3.078757061958313,24.77,3.160138941177017,22.72
10,3.0361880707740783,24.75,3.123608531854342,23.45
11,3.0104696559906006,26.1,3.0874099322901967,23.846
12,2.9760836696624757,25.93,3.06032703843568,24.542
13,2.9592666959762575,26.12,3.0462548720562244,24.81
14,2.983094434738159,26.57,3.0160058605701416,25.378
15,2.8891997075080873,28.04,2.9883748789882416,25.712
16,2.8604305243492125,28.14,2.97456563159328,26.158
17,2.9160664558410643,27.37,2.9504053989029906,26.448
18,2.87686607837677,27.46,2.93994805392097,26.89
19,2.875823256969452,28.31,2.928940696179714,27.026
20,2.9097706413269044,27.4,2.9070765886770187,27.412
21,2.886389186382294,27.83,2.9044139641325186,27.424
22,2.9062406396865845,27.63,2.8757582344972263,27.824
23,2.823730583190918,29.6,2.875272818538539,28.108
24,2.863705031871796,28.29,2.8568789721145045,28.242
25,2.7996928215026857,29.69,2.857759518391641,28.458
26,2.7699411582946776,30.67,2.8271677670881266,28.974
27,2.791775963306427,29.99,2.8318706760016243,29.068
28,2.751511449813843,30.69,2.8198873179647928,29.12
29,2.708122260570526,31.32,2.8061732404372273,29.404
30,2.793093466758728,29.91,2.811307945519762,29.246
31,2.7964560079574583,29.3,2.791537394608988,29.444
32,2.753195686340332,30.33,2.8021050060496613,29.456
33,2.747950394153595,31.27,2.781782506372008,29.948
34,2.737373564243317,31.32,2.767749747351917,30.108
35,2.7163888788223267,31.83,2.7537174901693984,30.124
36,2.7088846135139466,31.53,2.7465831038287227,30.608
37,2.7496724700927735,30.64,2.7463319496730403,30.4
38,2.7001209115982054,31.4,2.7357618973383206,30.8
39,2.7109066462516784,31.61,2.7238676462636886,30.83
40,2.5241711211204527,35.54,2.5255394902680535,35.132
41,2.5188140201568605,35.67,2.4919149375632594,35.88
42,2.4923952269554137,36.13,2.464697035377288,36.482
43,2.499609891176224,36.29,2.461748154876787,36.27
44,2.4828835308551787,36.18,2.4476860325659633,36.75
45,2.48684224486351,36.41,2.442034013435969,36.89
46,2.4785305988788604,36.24,2.4345043766529053,36.712
47,2.471348751783371,37.11,2.424296613239571,37.102
48,2.462526296377182,37.0,2.4281309029025495,37.194
49,2.4804876244068144,36.61,2.419394962622991,37.094
50,2.453788107633591,37.31,2.3967055893310194,37.872
51,2.4521854424476626,37.47,2.38463492405689,38.328
52,2.450257797241211,37.53,2.384078647779382,38.31
53,2.448691072463989,37.45,2.383229973980838,38.192
54,2.448727164268494,37.43,2.3825042241674557,37.938
55,2.448960726261139,37.52,2.385250403448139,38.182
56,2.450207630395889,37.32,2.375410629050506,38.226
57,2.449525705575943,37.37,2.3865240290951544,38.06
58,2.445539798736572,37.41,2.3817166309527424,38.51
59,2.446080552339554,37.43,2.3771088498327737,38.242
