,train/loss,train/accuracy@1,test/loss,test/accuracy@1
0,3.7963566374778748,13.19,4.15643118653456,7.908
1,3.5025411319732664,17.2,3.7039716365697135,13.8
2,3.3076328682899474,20.77,3.4916175137395444,17.096
3,3.1935503816604616,22.81,3.3438340526102754,19.41
4,3.1210364723205566,23.56,3.223217089157885,21.566
5,3.0425756549835206,25.09,3.135564489437796,23.068
6,2.9228632855415344,27.49,3.056445224205856,24.436
7,2.8824038982391356,28.41,3.0007654498605167,25.76
8,2.850013244152069,28.48,2.941222051830243,26.742
9,2.788965368270874,29.98,2.8966190875948543,27.512
10,2.8338488507270814,29.07,2.861803790187592,28.534
11,2.69202659368515,31.92,2.8114014171883275,29.168
12,2.665275058746338,32.48,2.785422757458504,29.862
13,2.644664714336395,33.02,2.75984902759952,30.438
14,2.6484078788757324,33.13,2.726921199227843,31.098
15,2.6230357241630555,33.34,2.702379306563941,31.704
16,2.574207966327667,34.03,2.6803937055875577,31.838
17,2.582111773490906,33.89,2.6582678608272388,32.306
18,2.5397426891326904,34.9,2.631320896660885,33.082
19,2.599646553993225,34.03,2.624609747811047,32.932
20,2.519322605133057,35.25,2.6050824570228985,33.314
21,2.5235765528678895,35.22,2.5903744941477274,33.766
22,2.5618454885482786,34.7,2.578338313895418,34.0
23,2.5169663000106812,35.5,2.5598883695919494,34.362
24,2.524362623691559,35.08,2.55056468848987,34.49
25,2.496652750968933,35.87,2.5513366994345583,34.616
26,2.4760907912254333,36.29,2.5240731891768666,35.036
27,2.4552165031433106,36.85,2.5260172365876414,35.232
28,2.454619377851486,36.95,2.5060910331013866,35.324
29,2.4517498087882994,36.95,2.5051710825137166,35.786
30,2.498667509555817,35.94,2.504726940408692,35.508
31,2.495188090801239,35.84,2.490807549118081,35.902
32,2.4657819771766665,36.83,2.473382691288238,35.88
33,2.4399221038818357,37.26,2.477979297833065,35.976
34,2.4429344582557677,37.45,2.461815666359709,36.466
35,2.4784719204902648,36.39,2.455982958264363,36.576
36,2.4289107084274293,37.3,2.4545179657314136,36.456
37,2.4185411250591278,37.74,2.4438843757600126,36.784
38,2.4352878737449646,37.31,2.4360724977215233,36.866
39,2.435013644695282,37.36,2.4310321600540825,37.128
40,2.2737209606170654,40.84,2.3398386919894794,39.108
41,2.263240431547165,40.94,2.3248342955508807,39.608
42,2.2641247761249543,40.99,2.30717195482815,40.05
43,2.2668021833896637,41.21,2.3056282768469027,39.878
44,2.260499531030655,41.44,2.2953870439773327,40.138
45,2.2585257303714754,41.15,2.2950228855128176,40.204
46,2.253049771785736,41.34,2.2925095070353554,40.322
47,2.253701822757721,41.54,2.283020868020899,40.544
48,2.2498559594154357,41.5,2.2891506926178016,40.394
49,2.2482319855690003,41.7,2.2878742489363533,40.424
50,2.242902545928955,41.55,2.2742428953385416,40.974
51,2.2409444105625154,41.61,2.265648779356876,41.026
52,2.2419088113307954,41.82,2.264414557105745,40.938
53,2.240936654806137,41.74,2.2686653152451184,40.926
54,2.23983522772789,41.57,2.2680998278395905,41.04
55,2.239082797765732,41.71,2.272744976041262,40.796
56,2.235797799825668,41.74,2.267402690084999,40.936
57,2.239453284740448,41.83,2.2703461848256534,40.632
58,2.2392442488670348,41.96,2.2644204072025427,40.898
59,2.2403132247924806,41.81,2.2658331845422537,40.96
