,train/loss,train/accuracy@1,test/loss,test/accuracy@1
0,1.5583415234088898,42.56,1.8242626275552813,32.502
1,1.391419233083725,49.89,1.5563483625421743,43.012
2,1.2831775200366975,53.68,1.4606492787675784,46.746
3,1.249591218829155,54.64,1.3799552880894497,50.224
4,1.289374704360962,54.2,1.313793375364045,52.842
5,1.129408194422722,60.12,1.2486637211821574,55.472
6,1.088561018705368,60.77,1.1933785707444486,57.522
7,1.0609795981645584,61.87,1.1576951068380605,58.538
8,1.0392746031284332,63.04,1.1109028577499682,60.316
9,0.9988089209794998,64.18,1.0916965891942954,61.326
10,0.9610986685752869,65.47,1.0641174822512185,62.262
11,1.0111899626255036,64.15,1.0336563559749243,63.504
12,0.9392382925748826,66.38,1.034919230376973,63.312
13,0.9640380764007568,65.86,1.0066116693074747,64.37
14,1.0062493538856507,64.17,0.9922309709936762,65.054
15,0.9391992211341857,66.88,0.9798459342068724,65.186
16,0.8988605099916458,68.02,0.9689304453637594,65.642
17,0.8830075323581695,68.57,0.951157495188896,66.394
18,0.8860280978679657,68.84,0.9453906308659508,66.54
19,0.8697774595022202,69.74,0.9285871040485704,67.058
20,0.8724845725297928,69.46,0.9223584596763181,67.32
21,0.8796946972608566,68.72,0.9118968656910654,67.61
22,0.9056383794546128,68.32,0.9013393826191992,68.478
23,0.8751048219203948,69.01,0.8921919460491756,68.386
24,0.8373226517438889,70.33,0.8872947420000725,68.702
25,0.8653364831209183,69.56,0.8800743234431957,69.074
26,0.8453939390182496,71.06,0.8785628687085398,69.074
27,0.843873365521431,70.27,0.8706068302054539,69.048
28,0.8214763766527176,71.31,0.8636520850993789,69.388
29,0.8145587635040283,71.44,0.8506230236319325,69.976
30,0.8382272410392761,70.81,0.8511667530554945,70.03
31,0.8446957176923752,70.39,0.85452589979562,69.882
32,0.8533249890804291,70.57,0.840088575392428,70.24
33,0.8073872244358062,71.91,0.8415278066759524,70.288
34,0.8201127916574478,71.61,0.834109403288273,70.532
35,0.8353444766998291,71.05,0.8203925336413371,70.876
36,0.8548914229869843,70.38,0.8246057487814628,70.838
37,0.8170607280731201,71.21,0.8221294578079068,70.89
38,0.8438511371612549,70.71,0.8163820954844775,71.218
39,0.8143271851539612,71.67,0.8136862972203422,71.386
40,0.75273985683918,73.6,0.739924208511172,73.94
41,0.7435471951961518,74.18,0.7239002314065118,74.5
42,0.7448149764537811,74.15,0.7173743887478129,74.768
43,0.7405375018715858,74.15,0.7197596837797433,74.658
44,0.7353404331207275,74.28,0.7128384076725797,75.006
45,0.7353020960092544,74.42,0.7098812004336921,74.802
46,0.7421249735355377,74.35,0.7084535421312922,74.976
47,0.7350167381763458,74.5,0.7094966673942478,74.922
48,0.7335212454199791,74.46,0.7055228209251638,75.14
49,0.7374234783649445,74.33,0.7049455298944507,75.288
50,0.7319105929136276,74.49,0.692546650729216,75.688
51,0.730140233039856,74.61,0.6990998640389698,75.438
52,0.7293361514806748,74.58,0.6937318462545,75.356
53,0.7286085718870163,74.63,0.6975319800169572,75.616
54,0.7275939232110977,74.56,0.6924931596002311,75.4
55,0.7286811286211013,74.6,0.6911791786360924,75.604
56,0.7282834374904632,74.8,0.6922816262220788,75.53
57,0.7271667182445526,74.7,0.6958939849263261,75.546
58,0.7277433389425277,74.66,0.6945052938845456,75.47
59,0.7284747284650802,74.77,0.6906872765944742,75.576
