,train/loss,train/accuracy@1,test/loss,test/accuracy@1
0,1.5876272249221801,42.24,1.7728544501087549,34.12
1,1.3970190811157226,48.05,1.5410125496442362,43.16
2,1.292644808292389,52.73,1.4242764165639268,48.228
3,1.2144839513301848,56.03,1.3380879935096293,51.84
4,1.1636040705442428,57.95,1.2674144018641518,54.414
5,1.1583851796388627,59.26,1.2145349904704277,56.6
6,1.119687584042549,60.37,1.177567763859049,58.092
7,1.0675686860084534,61.75,1.1420802092918045,59.144
8,1.0643237656354905,62.67,1.120998438209524,60.332
9,1.045321291089058,63.01,1.0873175293893156,61.214
10,1.0059914195537567,64.1,1.0646457179732944,62.008
11,0.9620556771755219,65.54,1.0375902684753204,63.038
12,1.0407632327079772,62.77,1.0253921277687679,63.582
13,0.958281437754631,65.63,1.0056612371178844,64.416
14,0.935001460313797,66.48,0.9881213557384813,65.062
15,0.9379009509086609,66.7,0.9743754926240048,65.348
16,0.9153742474317551,67.76,0.9630269566765222,65.952
17,0.8829314589500428,68.43,0.956520206788007,66.172
18,0.903389151096344,67.65,0.93725972574995,66.76
19,0.8988806247711182,68.87,0.9308195438836236,67.266
20,0.9010105001926422,68.25,0.9254913778256273,67.24
21,0.8513990664482116,69.86,0.9130882145193837,67.868
22,0.8541579675674439,69.62,0.9091251869030925,67.842
23,0.8585037219524384,69.89,0.8942808478384676,68.158
24,0.8373773872852326,70.49,0.8950393654196463,68.088
25,0.8849659025669098,68.37,0.882330898433695,68.828
26,0.8435221403837204,70.3,0.8817301823964814,68.916
27,0.8404695475101471,70.56,0.879252642469333,68.858
28,0.8409772056341172,70.53,0.8688697063404581,69.238
29,0.8416504681110382,70.12,0.859923955881992,69.56
30,0.8365225690603256,70.48,0.857519732106982,69.396
31,0.825701704621315,70.87,0.8531856789918202,69.64
32,0.8179847145080567,70.88,0.8427811636949134,70.196
33,0.8192761349678039,71.17,0.8468546766759185,70.03
34,0.8134014451503754,71.71,0.8425379082979754,69.962
35,0.8061455595493316,71.31,0.8372463984867496,70.384
36,0.8171033865213394,71.26,0.82995285356746,70.828
37,0.8247691726684571,71.04,0.8366938195265162,70.25
38,0.8113911837339401,71.41,0.8359987491841816,70.606
39,0.7876574295759201,72.4,0.8236821298404118,70.84
40,0.7509663453698159,73.61,0.7550281275568715,73.268
41,0.7398733314871788,73.97,0.7388393592346659,73.838
42,0.7458666029572487,73.49,0.7315089643153998,74.07
43,0.7385236430168152,74.06,0.729258710008753,74.28
44,0.7396395725011825,74.04,0.7285074286753564,74.148
45,0.7364392963051796,74.02,0.7259157460821254,74.052
46,0.7382166817784309,74.19,0.7210124113675579,74.466
47,0.7309805634617805,74.42,0.7206204071679079,74.362
48,0.7327746304869652,74.31,0.7172812077852772,74.57
49,0.7321919330954552,74.42,0.7141398685362638,74.778
50,0.7288246783614158,74.53,0.7071217723819606,74.854
51,0.7271668049693107,74.52,0.708438692571562,74.956
52,0.7269930064678192,74.58,0.7047270127879385,74.932
53,0.7268693736195564,74.63,0.7046491304017088,75.084
54,0.7268767976760864,74.67,0.705715719010214,74.972
55,0.7270166793465614,74.59,0.6999456813115903,75.152
56,0.7265782833099366,74.68,0.7034321500517219,75.128
57,0.7275082245469093,74.52,0.7023649850617284,75.086
58,0.7257729470729828,74.67,0.7033639701888384,75.032
59,0.7253451853990555,74.72,0.7020074977441821,75.084
