,train/loss,train/accuracy@1,test/loss,test/accuracy@1
0,1.4274087691307067,48.63,1.6960831197631328,38.226
1,1.2943661212921143,53.3,1.4500484051911726,47.392
2,1.1830396616458894,57.25,1.3460012381643895,51.606
3,1.2034441149234771,57.1,1.2664001152643463,54.67
4,1.1426376569271088,59.17,1.2234388178266833,56.098
5,1.0990351229906081,61.04,1.173560012027126,58.218
6,1.0221484339237212,64.08,1.1398601652411244,59.358
7,1.067762621641159,62.17,1.1003370240826131,60.838
8,1.009387280344963,64.94,1.0771040417959012,61.706
9,0.9588628733158111,66.2,1.0442720337597,62.908
10,0.9535412007570266,66.46,1.0223028107982157,63.818
11,0.9776400488615036,65.52,1.0019700075964184,64.726
12,0.924617258310318,67.56,0.9800946948778294,65.36
13,0.8949841165542602,68.22,0.9654593484480972,65.918
14,0.9247018814086914,67.59,0.9487007659719423,66.632
15,0.8844472986459732,69.06,0.9334792654837489,66.796
16,0.9695254492759705,66.11,0.9211952044530902,67.604
17,0.8519095367193222,70.33,0.9083229032014032,67.95
18,0.843544899225235,70.7,0.8948144946256866,68.626
19,0.844247249364853,70.14,0.8894048903299414,68.652
20,0.8434753149747849,70.58,0.8799368644614354,68.926
21,0.8272534137964249,71.32,0.8686147012064219,69.462
22,0.8192071801424027,71.19,0.8579861776298269,69.844
23,0.8065883356332779,71.95,0.8562101919937621,69.856
24,0.809236826300621,71.7,0.8472144109818637,70.07
25,0.8080287283658981,71.81,0.8414679794665187,70.272
26,0.804040499329567,72.05,0.8319987490049103,70.872
27,0.8228644764423371,71.3,0.8270857521640066,70.88
28,0.7847645622491837,72.49,0.8245822743076803,71.102
29,0.7886691421270371,72.52,0.8150215089473578,71.38
30,0.7962882781028747,72.48,0.8156351875466155,71.316
31,0.7973691308498383,72.31,0.8051803615087133,71.878
32,0.7595890867710113,73.42,0.8016532180864183,71.736
33,0.7835245013237,72.83,0.8021003485030835,71.752
34,0.849736048579216,71.22,0.7998586486062735,71.94
35,0.798450059890747,72.21,0.7919345162713619,72.028
36,0.7787906062602997,72.58,0.7920545293851886,72.208
37,0.8186577707529068,71.66,0.7903481694438573,72.122
38,0.8309106177091599,70.99,0.7867336203070248,72.272
39,0.7718664401769638,72.99,0.7828552347162495,72.516
40,0.7139440667629242,75.34,0.7429694942653636,73.936
41,0.7065683478116989,75.47,0.72209351904252,74.702
42,0.7043658638000488,75.33,0.7187184853779386,74.68
43,0.7004871436953545,75.67,0.7111404590746936,74.874
44,0.6977500981092453,76.08,0.7144642589647142,74.986
45,0.698997523188591,75.74,0.7082028147357199,75.118
46,0.6970859450101853,75.74,0.7119058355346055,74.996
47,0.6968444693088531,75.69,0.7077954236198875,75.008
48,0.6945349806547165,75.86,0.6983952348494469,75.504
49,0.6939984142780304,75.79,0.7055469144640676,75.4
50,0.6915413039922714,75.96,0.694373293529691,75.524
51,0.6921808058023453,75.96,0.6932998766069827,75.664
52,0.694036882519722,76.08,0.6971996130845736,75.572
53,0.6904556769132614,76.22,0.6914954577260615,75.716
54,0.689572097659111,76.11,0.694879066913634,75.56
55,0.6886121511459351,76.14,0.693785469550306,75.698
56,0.6894008094072341,76.27,0.6947513164004402,75.654
57,0.6893540608882904,76.13,0.6935296243109057,75.72
58,0.6902816885709763,76.22,0.6905921840149424,75.854
59,0.6895661371946334,76.08,0.6910991758641685,75.976
