,train/loss,train/accuracy@1,test/loss,test/accuracy@1
0,1.5364335477352142,43.85,1.8214895594150513,32.438
1,1.545713106393814,44.72,1.5658594970508,42.672
2,1.3460776221752166,51.3,1.4787196768519213,46.114
3,1.289212601184845,53.37,1.419919631060432,48.196
4,1.2467239141464233,54.46,1.3681418243271615,50.362
5,1.2277084457874299,55.64,1.3037189766574089,52.878
6,1.1706744009256362,58.55,1.2701396039684716,54.288
7,1.1372635924816132,58.82,1.222794805188923,56.042
8,1.0901426482200622,60.98,1.182341426839609,57.478
9,1.0550504559278489,61.81,1.1509622551900955,59.082
10,1.0268023437261582,63.03,1.1174470520080508,60.218
11,1.0140630275011062,64.31,1.0849461253646695,61.29
12,0.9710373383760452,65.81,1.0627013197945208,62.116
13,1.0393482583761215,62.74,1.0327740925962052,63.522
14,0.9380896949768066,66.52,1.0131513674545776,64.05
15,0.9450289225578308,66.81,0.9915259515537935,64.916
16,0.9174675804376602,67.25,0.9721965542839616,65.678
17,0.8984304577112198,68.34,0.9598388333454766,65.736
18,0.8795824301242828,69.22,0.9429525589699026,66.702
19,0.9181828486919403,67.4,0.930073481996346,67.094
20,0.9292835623025895,67.35,0.9219419456199002,67.402
21,0.8684000092744827,69.9,0.9030268620652007,68.162
22,0.8692346721887588,69.36,0.898609495376382,68.128
23,0.855117107629776,70.06,0.8786333143863532,69.07
24,0.849096200466156,70.29,0.8752860905569227,69.062
25,0.8287737393379211,71.24,0.8693689292349169,69.188
26,0.8209703260660172,70.95,0.858624785300106,69.632
27,0.7917275154590606,71.82,0.8571151616933096,69.54
28,0.7979492843151093,72.03,0.8453400833222567,70.314
29,0.8125268399715424,71.59,0.8424998741320637,70.406
30,0.7919398027658463,72.52,0.8316463931747105,70.728
31,0.7765542477369308,72.63,0.8310897449398285,70.768
32,0.8007681602239609,72.0,0.8274214421696675,70.93
33,0.7937233066558838,71.97,0.8180280649448599,71.182
34,0.7822709935903549,72.84,0.8170336629728527,70.902
35,0.7812502408027648,72.32,0.8154909860752427,71.316
36,0.7881507253646851,72.29,0.8103944797954901,71.492
37,0.7677000778913498,73.26,0.8026925276612382,71.702
38,0.7893764925003052,72.77,0.7945376477582985,72.078
39,0.77031991481781,73.55,0.7898093795837344,72.096
40,0.7084810149669647,75.27,0.7190591816402152,74.678
41,0.7016569191217422,75.74,0.7066481443469786,75.118
42,0.696513158082962,75.79,0.6946122310960384,75.518
43,0.6926430520415306,75.76,0.6931762711318863,75.524
44,0.6955039569735527,75.93,0.691673319739149,75.372
45,0.6931802615523338,75.97,0.6866749120337884,75.806
46,0.6906244876980782,76.06,0.6829690882159621,76.042
47,0.6919790104031562,76.07,0.6778985750492271,76.026
48,0.6879564997553825,76.24,0.6800571103839923,76.106
49,0.6870628651976586,76.27,0.6768951685074955,76.226
50,0.6830601993203164,76.37,0.6675894521843747,76.468
51,0.6827366173267364,76.44,0.6670306204529979,76.488
52,0.682266643345356,76.42,0.6644899974698606,76.684
53,0.6830731302499771,76.37,0.6671825920224494,76.478
54,0.6825792220234871,76.41,0.6605817834129724,76.914
55,0.6806479758024215,76.38,0.6691602534040466,76.358
56,0.6805488070845604,76.44,0.6701099689659256,76.144
57,0.6807925853133202,76.41,0.6636957784595392,76.632
58,0.6791679322719574,76.4,0.6666095951176665,76.53
59,0.6807561141252517,76.5,0.6604668332640168,76.68
