,train/loss,train/accuracy@1,test/loss,test/accuracy@1
0,1.4623618423938751,46.07,1.7768353458560642,34.296
1,1.3528467082977296,51.24,1.4746569385918815,46.122
2,1.249745864868164,54.84,1.3675874432029627,50.784
3,1.1581185454130172,58.54,1.3016486177054207,53.276
4,1.1527634567022325,58.61,1.2526272032266992,55.1
5,1.1124994933605195,60.19,1.2224641538337064,56.15
6,1.1169241553544997,59.94,1.190093664866884,57.686
7,1.0555591362714767,62.1,1.1612578269160923,58.562
8,1.021935378909111,63.34,1.1446164007991781,59.124
9,1.01347301363945,63.99,1.1153328501050124,60.316
10,0.9806427639722824,65.56,1.0889955563923281,61.33
11,0.9872612172365188,64.46,1.0641598434704345,61.988
12,0.9680091774463654,66.17,1.05709130196925,62.49
13,0.9822430825233459,64.86,1.032681283438602,63.34
14,0.9307744216918945,66.83,1.023854067868284,63.474
15,0.9359159785509109,66.32,1.0095852645461822,64.336
16,0.9365353143215179,67.21,0.9964006091932507,64.562
17,0.9064753973484039,68.04,0.9864855215067754,65.006
18,0.8901453524827957,68.27,0.9715268852765603,65.522
19,0.8847454899549484,69.16,0.9583116167646539,66.152
20,0.8772012382745743,69.46,0.9454737093747424,66.738
21,0.8770201075077056,69.03,0.9372349640597468,66.792
22,0.8780147242546081,69.32,0.9208272229070249,67.33
23,0.8528810065984725,70.22,0.9206726058669712,67.262
24,0.8668500447273254,69.47,0.909038685929135,67.942
25,0.8417797315120698,70.43,0.9052597642554652,68.256
26,0.8410576599836349,70.52,0.896660649105716,68.114
27,0.8315459197759628,70.68,0.8914502135018254,68.53
28,0.8510120928287506,71.01,0.8828840658182988,68.742
29,0.8183216226100921,71.3,0.878082585151848,68.972
30,0.8151166248321533,71.36,0.8660203723041603,69.458
31,0.8220264434814453,71.15,0.8674986171905342,69.206
32,0.8589490133523942,69.68,0.8666788240527863,69.366
33,0.7928455322980881,72.56,0.8563815823296452,69.556
34,0.8091773808002471,71.43,0.8508872616931301,69.928
35,0.7886415845155716,72.34,0.8498746504259231,69.75
36,0.7863391870260239,72.28,0.8444871859782187,70.232
37,0.8141021275520325,71.19,0.8429629025251969,70.216
38,0.808385174870491,71.77,0.8322984617384498,70.56
39,0.803840446472168,71.64,0.8349749468781454,70.524
40,0.7420857146382331,74.28,0.7703644800978853,72.892
41,0.7360797941684722,74.3,0.7473473934566274,73.498
42,0.7381296643614769,74.21,0.7497953651353831,73.394
43,0.7342633438110352,74.35,0.7418259338039876,73.78
44,0.7306076091527939,74.43,0.7433606250511716,73.68
45,0.7331520625948906,74.62,0.7385199460227166,73.86
46,0.7286734017729759,74.65,0.7408248045865227,73.984
47,0.7294604268670082,74.75,0.7391400217552624,73.818
48,0.7317930316925049,74.61,0.7336785476226027,74.238
49,0.7300648811459541,74.72,0.7308911943374692,74.084
50,0.7244336870312691,74.89,0.7228941976871637,74.206
51,0.7240548089146615,74.81,0.721036520607941,74.412
52,0.7234262791275978,74.87,0.7214799701710186,74.604
53,0.722540600001812,74.81,0.7170726784202449,74.834
54,0.7226315909624099,75.04,0.7179130767007618,74.558
55,0.7213297003507614,74.98,0.7233966579827507,74.388
56,0.7218809777498245,74.93,0.7216070407186933,74.528
57,0.7225369575619698,74.86,0.7178861975974744,74.756
58,0.721867173910141,75.0,0.7189626789001553,74.708
59,0.7206361731886863,74.98,0.7212662917116414,74.56
