,test/loss,test/accuracy@1,train/loss,train/accuracy@1
0,1.176250529885292,57.58,1.556985789552674,42.612
1,0.937770523428917,66.27,1.0880588802230327,61.056
2,0.7871687430143356,71.87,0.8878810552075086,68.72
3,0.706871491074562,75.5,0.7588595997189622,73.192
4,0.6453937402367592,77.47,0.6604461097503866,76.622
5,0.6151421672105789,79.25,0.592598450839367,79.352
6,0.568363564312458,80.58,0.5414629880424655,80.978
7,0.5348985940217972,81.37,0.4892409818099283,82.954
8,0.5238379722833634,82.11,0.4476990056845843,84.364
9,0.5172709092497826,82.72,0.4086594595704847,85.658
10,0.5092510172724724,83.52,0.37825872743373634,86.674
11,0.5028030434250832,83.6,0.35784376711796617,87.524
12,0.504768200814724,83.52,0.32601443817243553,88.534
13,0.45951216042041776,84.72,0.30500707621007317,89.3
14,0.46277750879526136,84.56,0.2808798584334381,90.16
15,0.518610543012619,83.64,0.260251214075119,90.816
16,0.5030472031235695,84.45,0.24462835808925312,91.434
17,0.5006699833273888,84.57,0.2328884048611307,91.718
18,0.5067801040410995,84.67,0.21759052683249155,92.378
19,0.5063572469353675,85.19,0.19977002830990134,92.868
20,0.47168611019849777,85.74,0.19063613070722887,93.252
21,0.4996624478697777,85.63,0.1765247000300366,93.764
22,0.46201412364840505,86.18,0.16950034343487466,94.038
23,0.4792922739684582,86.09,0.15970536075589603,94.312
24,0.4879146257042885,85.97,0.14652564631932227,94.764
25,0.48717500269412994,86.22,0.14360194463673456,94.926
26,0.5240157920122147,85.37,0.13072256289441567,95.366
27,0.5086104071140289,85.97,0.12634354638283515,95.484
28,0.49780812531709673,86.76,0.12427356124610242,95.762
29,0.4906056460738182,86.91,0.11787020785691184,95.89
30,0.5104992997646332,86.62,0.11090664624634301,96.162
31,0.4899329203367233,86.54,0.11234178741836487,96.046
32,0.5113371017575264,86.3,0.10190201536430728,96.424
33,0.51039725959301,86.48,0.10198702401174303,96.45
34,0.5134882688522339,86.64,0.09201264942584135,96.752
35,0.5453410427272319,86.03,0.09469896728349159,96.708
36,0.52491399243474,86.51,0.09486786927551488,96.728
37,0.5305367030203343,86.04,0.08864432836280149,96.908
38,0.5268169096112252,86.79,0.08297217453179685,97.168
39,0.5055042162537575,87.17,0.08341005399508779,97.13
40,0.4752810411155224,88.77,0.04373055459607555,98.464
41,0.4933012206852436,88.91,0.02908938098758402,98.996
42,0.5092048329114914,88.92,0.023220380628243317,99.258
43,0.5316350191831589,88.92,0.018137060478418978,99.392
44,0.5444495326280594,88.94,0.01762717569847127,99.436
45,0.5649913330376148,89.1,0.013026310234119796,99.58
46,0.5804883763194084,88.92,0.013310405912304707,99.556
47,0.5829651187360286,89.12,0.012271366563498797,99.604
48,0.6131323671340942,89.0,0.010163604959939627,99.638
49,0.6321466237306594,89.2,0.008880814034266986,99.724
50,0.6302282619476318,89.08,0.009019135212464094,99.688
51,0.6331740805506706,89.13,0.008318207485687948,99.728
52,0.634309065937996,89.08,0.007558487712137956,99.754
53,0.6352156805992126,89.21,0.0074758952631435865,99.746
54,0.6392960575222969,89.11,0.007609232927135447,99.756
55,0.6394345217943191,89.12,0.00741624713557072,99.778
56,0.6395754906535148,89.06,0.00848013835577586,99.7
57,0.6420687991380691,89.06,0.007023385983867669,99.758
58,0.6438809415698051,89.03,0.0070442260427074745,99.776
59,0.644814723432064,89.01,0.007241765731725904,99.772
