,test/loss,test/accuracy@1,train/loss,train/accuracy@1
0,1.1178367894887924,60.81,1.5270775509307453,46.634
1,0.888283005952835,68.8,1.031643288977006,63.57
2,0.7331707113981247,74.07,0.8574000487242208,69.928
3,0.7007664975523948,75.88,0.7413160948802138,73.854
4,0.7682261437177658,75.06,0.6731995304527185,76.48
5,0.6870767909288407,76.61,0.6132364872928775,78.598
6,0.6665958255529404,76.86,0.5625005920829675,80.442
7,0.6326895079016686,78.77,0.5354477154934193,81.28
8,0.5439509764313698,81.25,0.4960739643829863,82.65
9,0.5273328951001167,82.19,0.4715466216549544,83.552
10,0.5060395613312721,82.47,0.44029702089936534,84.6
11,0.5932534766197205,80.01,0.4184895541204516,85.4
12,0.5294089591503144,82.66,0.39987501136177334,85.966
13,0.5026264643669128,83.3,0.37847477902689247,86.762
14,0.6037678402662278,80.68,0.3628736250388348,87.322
15,0.4642367732524872,85.01,0.34593021602886714,87.896
16,0.4829287701845169,84.16,0.33403880265362734,88.288
17,0.5268075588345528,83.08,0.31525436078038666,89.0
18,0.4971708333492279,83.95,0.30292931298160797,89.346
19,0.4610645893216133,84.66,0.29234606435384286,89.76
20,0.4934408286213875,84.66,0.2745439704040737,90.392
21,0.4896040005981922,84.52,0.2678689824421997,90.518
22,0.46965672954916954,84.52,0.26288009446371546,90.698
23,0.4439170899987221,85.84,0.2491895886295287,91.204
24,0.4480767622590065,85.91,0.2368834918112401,91.632
25,0.44154296070337296,85.66,0.23137382345507518,91.738
26,0.40822500482201574,86.88,0.22151000187982378,92.1
27,0.492905041128397,85.01,0.21918635428561578,92.176
28,0.46135321095585824,85.49,0.20204620373904553,92.818
29,0.4988024425506592,84.71,0.19810027234694538,93.066
30,0.5028833813965321,84.85,0.18924850290236267,93.336
31,0.44110862269997597,86.44,0.18666499084257104,93.374
32,0.43383300721645357,86.99,0.1778285020528852,93.748
33,0.43966609552502633,86.32,0.16991459430597933,93.854
34,0.46302219331264494,85.75,0.1667545088626387,94.078
35,0.49549039274454115,85.36,0.16006579989438777,94.296
36,0.4671214523911476,86.0,0.15957862199724787,94.306
37,0.48778544425964354,85.74,0.1527413093792203,94.608
38,0.46001027911901476,86.48,0.14866842356179377,94.718
39,0.47168298214674,86.08,0.14252766080753274,94.962
40,0.3505067828297615,89.73,0.08068885142102723,97.372
41,0.350352800488472,89.58,0.060413158772622835,98.098
42,0.35200202763080596,89.79,0.05238862562915096,98.43
43,0.3496758675575256,89.8,0.04770138835453469,98.588
44,0.35272018566727636,89.8,0.0455265730890967,98.628
45,0.35720594808459283,89.78,0.040578222442942354,98.878
46,0.3611377340555191,89.48,0.03918985858240434,98.878
47,0.3619254964590073,89.95,0.035931311167843275,99.022
48,0.3638817283511162,89.82,0.03609711742576431,98.932
49,0.36479400500655174,90.02,0.03346571730821372,99.076
50,0.3638437658548355,89.83,0.03085692029427308,99.156
51,0.3636058615148067,89.82,0.030273557436959746,99.16
52,0.3625759993493557,89.74,0.029485756473001237,99.192
53,0.3608424197137356,89.93,0.028186280126719143,99.294
54,0.36058371677994727,89.93,0.02992545654330298,99.228
55,0.36170916751027105,89.97,0.02829598387598496,99.248
56,0.3622073936462402,90.0,0.02951300575438401,99.19
57,0.3603291255235672,89.96,0.027933455726174672,99.27
58,0.3616444329917431,90.08,0.02677214722318189,99.322
59,0.36384293496608733,89.9,0.02729683744547236,99.288
