,test/loss,test/accuracy@1,train/loss,train/accuracy@1
0,1.0907338613271713,61.11,1.4072384184888562,49.064
1,0.8390331798791886,70.76,0.991737565268641,64.824
2,0.7602773839235306,73.36,0.8092519210275176,71.56
3,0.6636662256717681,77.01,0.6976195464048849,75.612
4,0.6674706462025642,76.61,0.6199332113613558,78.364
5,0.5688367787003518,80.39,0.5668541714358513,80.068
6,0.5730261027812957,80.25,0.5156680773133817,81.876
7,0.5691644760966301,80.43,0.4756984825786727,83.296
8,0.5280173480510711,81.84,0.44667918633317094,84.316
9,0.49868415147066114,83.17,0.42014977960940214,85.38
10,0.48992205172777176,83.24,0.3923858481523631,86.26
11,0.49802828013896944,83.44,0.3656202414456536,87.258
12,0.5034803515672683,83.27,0.35174026067756936,87.708
13,0.5033877125382423,83.95,0.32894097718283954,88.42
14,0.46821798458695413,84.64,0.31592975358676423,88.896
15,0.4514920887351036,85.1,0.2969111908808389,89.596
16,0.4669450521469116,84.85,0.2772703323217914,90.232
17,0.45519235387444495,85.43,0.2669331207680885,90.652
18,0.4709575390815735,84.96,0.25314951975784644,91.156
19,0.4655175384879112,85.04,0.24519696431544125,91.336
20,0.47417817130684853,85.0,0.2360210681091184,91.75
21,0.45012089669704436,85.9,0.23005068237366882,91.828
22,0.4488800197839737,86.05,0.21405283700855796,92.45
23,0.4524338111281395,85.56,0.21387695084752328,92.368
24,0.4570603482425213,86.0,0.1988031600442384,92.97
25,0.44737130880355835,86.77,0.1954540041896998,93.024
26,0.45817901790142057,86.49,0.18810413320503577,93.388
27,0.46920651346445086,86.12,0.18459825989459178,93.402
28,0.45384559258818624,86.02,0.17927972540792908,93.62
29,0.4386091694235802,86.53,0.17622447928504262,93.754
30,0.4541509699821472,86.59,0.16138714441405538,94.336
31,0.4306560176610947,86.7,0.16371522089252083,94.218
32,0.43967447847127916,86.95,0.15576969835992968,94.448
33,0.45427404493093493,86.52,0.15060088501485716,94.636
34,0.44117625504732133,86.87,0.1525537245680609,94.512
35,0.4432113049924374,86.82,0.1490336151607811,94.742
36,0.4599241556227207,86.8,0.13966169888558594,95.036
37,0.47282940402626994,86.32,0.1416166017255972,94.964
38,0.45958583295345307,87.01,0.13812112536691035,95.14
39,0.4782880748808384,86.46,0.13216023152822728,95.3
40,0.4128602387011051,88.21,0.08824351520927819,96.96
41,0.4077844750881195,88.56,0.06330933448051096,97.858
42,0.4090468756854534,88.7,0.054696298042393246,98.194
43,0.4133360451459885,88.75,0.04770729198808903,98.424
44,0.4169798573851585,88.81,0.04326264670147272,98.572
45,0.422082554847002,88.82,0.04211641592092698,98.684
46,0.42515657529234885,88.83,0.0372466478637322,98.84
47,0.4320009659230709,88.92,0.032903475983454215,98.918
48,0.43161281302571297,89.04,0.03154207233463407,98.97
49,0.4418365557491779,88.98,0.02952861079060094,99.056
50,0.44034681022167205,89.03,0.030286244728871623,99.054
51,0.4395152862370014,89.01,0.026973979808437777,99.194
52,0.43890144377946855,89.07,0.02746415518633926,99.148
53,0.4373068661987782,89.16,0.025659660784923054,99.242
54,0.4357317426800728,89.16,0.029721963993461845,99.078
55,0.4385293807089329,89.22,0.02691921977090466,99.154
56,0.4390149603784084,89.12,0.026528092164336645,99.15
57,0.43903916358947753,89.14,0.02674219550450554,99.166
58,0.44110418304800986,89.1,0.025566359858035737,99.212
59,0.44170748129487036,89.24,0.025352600290823507,99.21
