,test/loss,test/accuracy@1,train/loss,train/accuracy@1
0,1.161458471417427,57.94,1.5398650411754617,43.844
1,0.9069634801149369,67.58,1.070045635066069,61.696
2,0.7443424132466316,73.59,0.8679590133754799,69.35
3,0.6709612184762954,76.32,0.7454778628276132,73.848
4,0.6518779402971268,77.4,0.653066224149426,77.12
5,0.5842052432894707,79.79,0.5874425495981865,79.482
6,0.5614038500189781,80.66,0.5374118301569654,81.288
7,0.5452679532766342,81.34,0.4956046102754295,82.658
8,0.526487435400486,82.05,0.463142436979067,83.778
9,0.5170001184940338,82.4,0.4278390456343551,85.198
10,0.5270871326327324,83.14,0.39680172548727,86.096
11,0.48661525577306747,83.92,0.37534510281384753,86.772
12,0.48438560128211977,83.5,0.35526661113704866,87.378
13,0.4903606320917606,83.71,0.33363759727276804,88.13
14,0.4658095671236515,84.66,0.3142320641395076,88.956
15,0.46031285777688025,84.83,0.30262429467247576,89.344
16,0.48499765843153,84.69,0.28013853804991984,90.076
17,0.4612126424908638,85.2,0.2665650370861868,90.63
18,0.48503502443432805,84.54,0.2572455443918248,90.966
19,0.464661318808794,85.35,0.2438223679809619,91.452
20,0.47065538182854655,85.45,0.23419041527659082,91.622
21,0.45123868346214296,85.45,0.2259920529659142,92.046
22,0.4892907068133354,85.25,0.21472131460905075,92.41
23,0.4885444228351116,85.88,0.2097666547121599,92.648
24,0.4849464817345142,85.53,0.20095832474396358,92.886
25,0.490037526935339,85.39,0.19620809328678013,93.138
26,0.45583936154842375,86.05,0.1913235423243259,93.276
27,0.4913027669489384,86.16,0.18091945874187954,93.512
28,0.4856947514414787,85.97,0.17521688137251093,93.804
29,0.49217395424842836,86.5,0.16986596212743799,94.106
30,0.46903409928083417,85.79,0.16314477096204563,94.276
31,0.4687495224177837,86.4,0.16032661028835168,94.42
32,0.4984444878995419,86.46,0.15395052076491247,94.578
33,0.5004661901295185,85.94,0.15717754452048666,94.534
34,0.48281435698270797,86.79,0.14685041839471252,94.846
35,0.46998522445559504,87.01,0.14727062673862937,94.796
36,0.5248554314672947,86.11,0.14298740229414553,94.956
37,0.4739126636087894,87.21,0.1431488637786235,94.876
38,0.4836579217016697,86.05,0.13408470834078995,95.294
39,0.48564046397805216,86.66,0.1355093017106166,95.182
40,0.4579802171885967,88.38,0.0769060720401385,97.364
41,0.47646117508411406,88.43,0.054751651232962106,98.132
42,0.5053367279469967,88.64,0.042424175227322926,98.51
43,0.5151793251931668,88.74,0.036223895799563935,98.784
44,0.5326333919167519,88.76,0.03300437600771084,98.832
45,0.5689219588041305,88.69,0.030657652070593386,98.964
46,0.5652417676150798,89.02,0.026791025923899685,99.086
47,0.569445094615221,88.93,0.02620069383580447,99.064
48,0.5868323922157288,88.92,0.02351337656229282,99.206
49,0.5987856805324554,88.87,0.02306784120747996,99.228
50,0.5884306046366692,88.85,0.01941492935360345,99.344
51,0.5874625444412231,88.87,0.01799506523757768,99.42
52,0.5889764486253262,88.89,0.018287448333981243,99.386
53,0.5919565366208553,88.85,0.01667400358034574,99.468
54,0.5909313486516475,88.81,0.017736737066290347,99.42
55,0.5988800144195556,88.9,0.014623869854338762,99.51
56,0.6027740788459778,88.96,0.016474542698836015,99.448
57,0.605165423899889,88.87,0.016872667875575603,99.422
58,0.606043985337019,88.84,0.01640223090589294,99.454
59,0.6088126702606678,88.77,0.016181458790233964,99.432
