,test/loss,test/accuracy@1,train/loss,train/accuracy@1
0,2.053626002073288,20.3,2.2807487462792557,12.13
1,1.294559327363968,52.71,1.6319958184991041,38.638
2,0.869408488869667,68.74,1.076494481709912,61.266
3,0.7172821152210236,75.0,0.8200823416185501,71.318
4,0.6585147017240525,77.07,0.6862241488588435,76.058
5,0.595249149799347,79.25,0.6058126443334858,79.112
6,0.5512354357540608,80.91,0.5521819176119002,80.88
7,0.5355216282606124,81.75,0.4993407772782514,82.808
8,0.4952946519851685,82.94,0.46961921072372087,83.806
9,0.5335412773489953,82.03,0.43739752921149555,84.89
10,0.5252609404921532,82.29,0.41189198195934296,85.712
11,0.4676179811358452,84.3,0.3896290787574275,86.37
12,0.47302875727415084,84.39,0.36864520521724925,87.306
13,0.42755101770162585,85.53,0.3473905457178955,87.81
14,0.44012869223952295,85.53,0.3266413940874207,88.55
15,0.44317752778530123,84.69,0.3163465599879584,89.088
16,0.42856704533100126,85.8,0.2962003042135397,89.772
17,0.43635498195886613,85.97,0.28556542849296807,89.994
18,0.4160525333881378,86.26,0.2731102797419519,90.43
19,0.43137032613158227,86.44,0.2589627223284653,90.832
20,0.42774428233504297,86.47,0.2480757919990498,91.486
21,0.4151694549620151,86.75,0.2429131000395626,91.326
22,0.4172852486371994,86.88,0.23001970072536518,91.956
23,0.4219724449515343,87.06,0.22461462960295056,92.04
24,0.41116741821169855,87.2,0.21771537403926214,92.274
25,0.40413555487990377,87.08,0.21038532760137182,92.54
26,0.4123028415441513,87.19,0.19817565953182747,93.036
27,0.4101386488974094,87.48,0.19499547358440317,93.148
28,0.44385301068425176,86.72,0.19021668769133365,93.212
29,0.4085191224515438,87.4,0.18344035760863966,93.444
30,0.4203421473503113,87.26,0.17409024288511032,93.832
31,0.42367275699973106,87.08,0.17968012386804347,93.66
32,0.41075211971998216,87.68,0.16496121939605154,94.182
33,0.42610124543309214,87.08,0.1667229689829185,94.002
34,0.43343597650527954,87.14,0.15673439843994577,94.288
35,0.4361268724501133,87.12,0.15454192023219354,94.53
36,0.4457277874648571,87.04,0.14908081221649105,94.71
37,0.44108420714735985,87.44,0.1419866242543663,94.984
38,0.42840914577245715,87.33,0.13857215762976796,95.038
39,0.41958412259817124,87.65,0.13856410735365374,95.024
40,0.44422878593206405,87.22,0.13462892203303553,95.268
41,0.44157486081123354,87.71,0.13059555501927195,95.328
42,0.41964989513158796,87.92,0.13242289419178768,95.356
43,0.4863272765278816,86.79,0.12193936745033544,95.648
44,0.43072166085243224,87.9,0.12602134830201678,95.578
45,0.4405563172698021,88.12,0.12123903959913326,95.7
46,0.4398274190723896,87.45,0.12018722673053936,95.696
47,0.46430704653263094,87.58,0.11253528926721619,96.016
48,0.4359532268345356,87.73,0.11222635950807415,96.04
49,0.4497120301425457,87.31,0.10721483588209162,96.208
