,test/loss,test/accuracy@1,train/loss,train/accuracy@1
0,1.184358952641487,56.81,1.540792810947389,43.752
1,0.9115329754352569,68.06,1.0742771745947621,61.46
2,0.7787562084197998,72.53,0.8703105786572332,69.152
3,0.6796341851353646,75.98,0.7370463765185812,73.992
4,0.6080621886253357,78.52,0.6413891876445097,77.548
5,0.5688660398125649,79.76,0.5753790265154046,80.004
6,0.5541424211859703,81.07,0.524328532654916,81.578
7,0.5123591563105583,82.39,0.48360382946555874,82.922
8,0.5164594948291779,82.7,0.4514285870982558,84.292
9,0.4846199733018875,83.66,0.4106520634630452,85.674
10,0.47818087071180343,83.92,0.3845091047875412,86.564
11,0.48166214019060133,84.02,0.3614432046480496,87.228
12,0.46978255957365034,84.34,0.3379256865557502,88.154
13,0.4458497177064419,85.32,0.316521466388117,88.838
14,0.44135530054569244,85.28,0.30043023016751574,89.418
15,0.44094206228852273,85.55,0.2801208180158644,90.176
16,0.48594462454319,84.85,0.2627085257140572,90.722
17,0.4457353834807873,85.66,0.25386029920157266,91.072
18,0.4504483732581139,85.44,0.24045575160504606,91.47
19,0.4442537431418896,85.77,0.2294569873367734,91.856
20,0.4502981263399124,86.2,0.2212118656586503,92.18
21,0.478616585880518,85.61,0.21278090588272075,92.448
22,0.4903316278755665,85.2,0.20401799976063506,92.64
23,0.46675183743238446,85.65,0.19633268757396952,93.028
24,0.5086844232678414,85.85,0.1856888206223088,93.424
25,0.46025434255599973,86.24,0.18197760754800818,93.506
26,0.4638120754063129,86.36,0.1806974222745432,93.638
27,0.44683210909366605,87.21,0.1693351882536088,93.946
28,0.4745977361500263,86.25,0.164493677075333,94.116
29,0.4503454606235027,86.64,0.16061862449511846,94.31
30,0.47765067487955093,86.48,0.1494549338412864,94.688
31,0.45479555055499077,86.55,0.15127607318751343,94.704
32,0.466363010853529,86.73,0.14241900447460695,94.992
33,0.4691721458733082,86.54,0.143053614975089,94.89
34,0.4723463498055935,86.52,0.14188857327984727,94.982
35,0.46931705355644227,86.83,0.14048448171647612,95.022
36,0.4831446696817875,87.07,0.13737464233127702,95.224
37,0.4574869406223297,86.74,0.13181688777549797,95.252
38,0.4912081007659435,86.73,0.13301915372424114,95.32
39,0.4850363373756409,86.7,0.1350654372397591,95.184
40,0.4341350892186165,88.82,0.07584374244360591,97.36
41,0.4499584972858429,88.92,0.050355535181587,98.244
42,0.46439491540193556,88.92,0.04395050851775862,98.474
43,0.48074539363384244,89.01,0.035619446663590876,98.796
44,0.4967077983915806,89.26,0.03294898440842243,98.884
45,0.5030827058851719,89.17,0.03005912771586643,98.968
46,0.5134117494523526,89.24,0.02552781174557231,99.156
47,0.5181059332191944,89.23,0.024590560717417685,99.176
48,0.5406035625934601,89.24,0.02316136165376743,99.236
49,0.5320942077040672,89.33,0.02063967945093475,99.31
50,0.5379026521742344,89.4,0.018002101798545417,99.43
51,0.5405814030766487,89.37,0.01933885108524114,99.354
52,0.5473084017634392,89.34,0.015171221130506118,99.522
53,0.548589798361063,89.35,0.016858211954456546,99.45
54,0.5476691345870495,89.38,0.01624564024845443,99.45
55,0.5545903669297695,89.36,0.016025816624992483,99.436
56,0.5527979968488217,89.32,0.017258722805822996,99.478
57,0.5545522683858871,89.37,0.016059828580647726,99.454
58,0.5551591762900352,89.43,0.015786852307982095,99.502
59,0.5592613863945007,89.4,0.015669178388699592,99.524
