,test/loss,test/accuracy@1,train/loss,train/accuracy@1
0,1.8538266217708588,28.29,2.184483596126137,16.304
1,1.5746678376197816,40.25,1.7252194384479766,34.824
2,1.2319593691825867,55.69,1.4222732590287543,47.32
3,1.092383069396019,60.37,1.1840624406819453,56.878
4,0.9349376291036606,66.27,1.0154128940513982,63.082
5,0.8281489014625549,70.8,0.8856759560687463,68.3
6,0.7333536237478256,74.09,0.8043615179293601,71.33
7,0.6889136150479317,76.08,0.7309767835585358,74.296
8,0.6518492338061332,77.42,0.6780655427509562,76.356
9,0.6083691304922104,79.05,0.6230643019651818,78.278
10,0.6002185338735581,79.69,0.5953704133972793,79.366
11,0.5985660302639008,79.57,0.5680660455275679,80.116
12,0.5735707166790962,80.71,0.5331645317547157,81.45
13,0.5230003228783607,82.14,0.5067915058196963,82.408
14,0.5008547683060169,82.85,0.48422700814578845,83.124
15,0.45703238248825073,84.23,0.45453038781195343,84.232
16,0.5116315871477127,82.64,0.4416819034939837,84.624
17,0.48148352235555647,83.43,0.4257870377863155,85.188
18,0.46021765798330305,84.51,0.40816169908589417,85.848
19,0.46633458822965623,84.19,0.3876683384637394,86.614
20,0.4495875971019268,84.74,0.3811175067482702,86.878
21,0.4577191004157066,85.27,0.36789755344085984,87.088
22,0.4512781535089016,84.88,0.36073193640050377,87.522
23,0.45100376158952715,85.2,0.34452009380168624,87.956
24,0.4717441681027412,84.42,0.33599732518958314,88.198
25,0.47840426564216615,84.76,0.3288454781179233,88.5
26,0.4306729307770729,85.67,0.32006983516161397,88.784
27,0.4196998818218708,86.19,0.3085469190803025,89.064
28,0.4270396490395069,85.62,0.3000916746418799,89.568
29,0.43974134415388105,85.61,0.29333323228847036,89.824
30,0.41348752215504647,86.31,0.28772934573843045,89.948
31,0.4316925889253616,86.15,0.27500947138003984,90.524
32,0.4062091303616762,86.53,0.27129164656333604,90.582
33,0.4385542710125446,86.18,0.26713600663272924,90.678
34,0.4159440793097019,86.55,0.25977530137962085,90.872
35,0.3981242223083973,86.74,0.2534981532131924,91.126
36,0.4576523816585541,84.76,0.25110982575684865,90.998
37,0.4371404081583023,85.94,0.24519972162097312,91.282
38,0.4127079449594021,86.64,0.23992720905624693,91.592
39,0.4345245307683945,86.15,0.22935168199298328,92.094
40,0.3984506478905678,87.57,0.22903844533140397,92.078
41,0.4266519340872765,86.78,0.22170768577195799,92.27
42,0.42928645610809324,86.88,0.2211617733473363,92.362
43,0.4157588233053684,87.23,0.2130328576697413,92.488
44,0.4226843899488449,86.62,0.20961465684654157,92.55
45,0.41985310629010203,87.47,0.20539161545769943,92.766
46,0.41966751366853716,87.21,0.2032358109226922,92.732
47,0.43665036678314206,87.19,0.20098418502322854,92.812
48,0.43532622158527373,85.93,0.1948651184930521,93.064
49,0.42558376148343086,86.86,0.19286978737358243,93.27
