,train_loss,test_loss,train_acc,test_acc
0,0.004055020692152902,0.10766266632080078,91.985,96.9
1,0.0022002534615729627,0.11409601364135742,96.05333333333333,97.0
2,0.0020786331099884895,0.09438558349609374,96.35333333333334,97.39
3,0.00197462650462597,0.0906413719177246,96.67333333333333,97.79
4,0.0018897777350017956,0.08280176963806152,96.83833333333334,97.89
5,0.0017325453894814322,0.08295202522277832,97.035,97.83
6,0.0015952388667307483,0.07670983505249024,97.16,97.82
7,0.0012794193156810555,0.05587351188659668,97.55,98.46
8,0.0012653991400477633,0.04784386520385742,97.63166666666666,98.57
9,0.0012233747246927426,0.06399221858978271,97.77833333333334,98.4
10,0.0013056775462197644,0.05230294170379639,97.60666666666667,98.33
11,0.001281015786442246,0.08087847557067872,97.66166666666666,97.85
12,0.0013789850883821296,0.07514943771362305,97.45166666666667,97.94
13,0.0012753073151718127,0.05999994888305664,97.68166666666667,98.54
14,0.0012950309548488198,0.05438005027770996,97.6,98.6
15,0.0013993239260589082,0.05620403995513916,97.59333333333333,98.27
16,0.0011711445354303579,0.03961018009185791,97.83666666666667,98.73
17,0.0012957423610166492,0.06031546745300293,97.68166666666667,98.35
18,0.001187065406780069,0.061318992233276366,97.83333333333333,98.09
19,0.0012011702862432382,0.05178152847290039,97.82666666666667,98.58
20,0.0014002589005443346,0.05683397254943848,97.54833333333333,98.43
21,0.0012778362241304421,0.06732192687988281,97.695,98.37
22,0.0013605080717713767,0.059139345932006836,97.605,98.5
23,0.0028841171892277392,0.060072711944580075,97.76833333333333,98.39
24,0.001341577870840653,0.07846370697021485,97.64333333333333,98.23
25,0.0013924158389098011,0.06117690734863281,97.55166666666666,98.37
26,0.0014162441188655065,0.09390332794189453,97.565,97.72
27,0.0012944809437462634,0.06699667892456054,97.61,98.34
28,0.001323569765993549,0.06479419441223144,97.665,98.17
29,0.0013509826437337325,0.06315320663452148,97.62333333333333,98.24
30,0.0012536084390972974,0.08228451118469238,97.72833333333334,97.99
31,0.0013169904927926837,0.0705673583984375,97.57833333333333,98.07
32,0.0012333415777313348,0.09737365493774414,97.71333333333334,97.39
33,0.0012815141244820552,0.0615990837097168,97.63833333333334,98.48
34,0.0012705719537945697,0.07240700187683105,97.77333333333333,97.9
35,0.0011681957602248682,0.0625910457611084,97.87666666666667,98.32
36,0.001314711631508059,0.056283348083496096,97.57833333333333,98.35
37,0.0012553970765135697,0.06470107536315918,97.755,98.16
38,0.0012665869870601455,0.08007102165222169,97.72,97.84
39,0.0013837493000736383,0.050309182357788085,97.78,98.61
40,0.0025363536927368842,0.08188139305114746,97.73166666666667,97.98
41,0.0012603389699130882,0.10788754920959473,97.79333333333334,97.1
42,0.0014086914623791624,0.09181571044921875,97.55166666666666,97.51
43,0.0012886228741922727,0.0644918815612793,97.75,98.24
44,0.0012341439483352587,0.07593483963012695,97.81,98.02
45,0.0012332688412927382,0.06709942932128907,97.845,98.29
46,0.0012387677614868152,0.08297001647949219,97.9,97.82
47,0.0014388135870355959,0.061605659866333005,97.58666666666667,98.48
48,0.0013343865483310463,0.079129052734375,97.62166666666667,98.4
49,0.0013357974512618967,0.06809911575317383,97.90666666666667,98.09
50,0.0012781347394501305,0.05111475639343262,97.85166666666667,98.55
51,0.0014760289439043844,0.06164719352722168,97.54333333333334,98.43
52,0.0011755554237174995,0.054209107971191405,97.94666666666667,98.67
53,0.0013444440133639243,0.07498434028625488,97.66333333333333,98.39
54,0.0017302414524640577,0.059626418685913084,97.58166666666666,98.39
55,0.0012399050427503728,0.09301242408752441,97.80833333333334,98.14
56,0.0013323523299613347,0.06096240234375,97.69833333333334,98.35
57,0.0014574915551103912,0.09315107402801513,97.59666666666666,98.24
58,0.0048410976700576916,0.1070930389404297,97.69666666666667,97.84
59,0.001228103758158856,0.07342340850830079,97.91,98.11
60,0.0013336251002998324,0.13408709106445313,97.65666666666667,98.28
61,0.0014768194825359388,0.07640125427246093,97.65,97.93
62,0.0014277102774079443,0.07476662254333497,97.71666666666667,98.46
63,0.0012979651057185644,0.0668995174407959,97.86833333333334,98.41
64,0.005985825329980435,0.09462229118347168,97.58333333333333,98.18
65,0.0013530888619129352,0.06675935325622559,97.91666666666667,98.39
66,0.001355265788991225,0.08919448394775391,97.71666666666667,98.25
67,0.0015089097875701555,0.07944441604614258,97.625,98.42
68,0.0013328463012757614,0.06396515350341797,97.785,98.37
69,0.0016243675911092094,0.08165216903686523,97.52,97.95
70,0.0012843468560623781,0.06422719554901123,97.815,98.5
71,0.0013686375132296235,0.07785702972412109,97.78,97.86
72,0.0015887084949359027,0.09263535537719726,97.45666666666666,98.01
73,0.0013154656799527098,0.08808959655761718,97.76833333333333,98.15
74,0.0014200324352520207,0.05724156684875488,97.58166666666666,98.43
75,0.0013922450730523754,0.06918334999084473,97.65666666666667,98.3
76,0.0018767721222482882,0.10975648498535157,97.36666666666666,97.76
77,0.002553669085502406,0.059609215927124024,97.59,98.33
78,0.018955590367838643,0.05196948127746582,97.70166666666667,98.6
79,0.00136136379516635,0.06850155601501465,97.78,98.1
80,0.0014828469127135273,0.059233544540405275,97.56,98.45
81,0.0014718239473545205,0.1036901008605957,97.695,97.68
82,0.0013605932009144452,0.06618560981750489,97.73,98.6
83,0.0013643090313749174,0.0640701919555664,97.69166666666666,98.52
84,0.009390590869970038,0.09164929885864258,97.575,97.79
85,0.0015237162269443312,0.06630375061035156,97.66,98.35
86,0.0014982334580631383,0.07708923263549805,97.535,97.97
87,0.0016166233020425958,0.05111363830566406,97.68166666666667,98.64
88,0.0013737175761942733,0.07495698127746582,97.83166666666666,98.48
89,0.0013480176604420801,0.07458079528808594,97.75,97.82
90,0.00138649082733585,0.07602619552612305,97.575,98.22
91,0.0014332779523789213,0.07557786140441894,97.65666666666667,97.93
92,0.0013824070625012004,0.06998872299194336,97.64833333333333,98.4
93,0.0028107833262804587,0.10291874160766601,97.72333333333333,97.61
94,0.005655403037229068,0.11274965057373047,97.54166666666667,97.37
95,0.015354742770391021,0.05720098781585693,97.43666666666667,98.64
96,0.0014187604281871852,0.09389132652282715,97.58833333333334,97.83
97,0.0014534265199375417,0.07835985908508301,97.74333333333334,98.01
98,0.0012497674165418782,0.06629742469787597,97.745,98.58
99,0.0015721867112412535,0.07600420265197753,97.47833333333334,97.9
