,test/loss,test/accuracy@1,train/loss,train/accuracy@1
0,3.136684033870697,22.66,3.7293372367654007,13.266
1,2.5914141225814817,33.51,2.9221032171907937,26.914
2,2.2448890590667725,41.26,2.460913159963115,35.89
3,2.121475921869278,43.77,2.137623289966827,43.014
4,1.9414697659015656,48.12,1.8966690247016185,48.574
5,1.8573318195343018,49.79,1.7197301043268969,52.824
6,1.7884979891777038,51.96,1.5597598891124091,56.426
7,1.77867928981781,52.27,1.4443680916905708,59.412
8,1.7759190034866332,53.33,1.3295846947318757,61.94
9,1.7777873182296753,54.38,1.2214515261028125,64.644
10,1.7661198222637176,54.15,1.140917279836162,66.698
11,1.7404466784000396,55.15,1.0544816723565007,68.952
12,1.7791312074661254,56.17,0.977750559292181,70.702
13,1.92191308259964,54.82,0.900131895718977,72.906
14,1.8418606793880463,55.42,0.8429042436277775,74.424
15,1.8544533002376555,55.01,0.7790264016222161,76.324
16,1.86085125207901,55.89,0.7276278054317855,77.772
17,1.8604722142219543,56.36,0.6724265077534843,79.018
18,1.8341320872306823,56.41,0.6376595423197198,80.31
19,1.964862562417984,56.34,0.5815960631498596,81.59
20,2.1240106534957888,56.23,0.5574946568902496,82.508
21,1.9563285171985627,56.1,0.5204698552027383,83.64
22,2.0586981201171874,56.82,0.4925082571366254,84.41
23,2.004021441936493,56.41,0.46197766968813697,85.166
24,2.07432878613472,56.05,0.4434817230228878,85.932
25,2.2432766830921174,55.95,0.43177563256924717,86.306
26,2.104221773147583,57.13,0.4033535354963654,87.102
27,2.074979671239853,56.52,0.3775365431138012,87.986
28,2.3809008693695066,56.14,0.37712355133365183,87.96
29,2.2012086749076842,55.84,0.3607522482076264,88.588
30,2.1498081374168394,56.53,0.3434298786589557,89.126
31,2.1319836771488188,57.06,0.3313759895770446,89.494
32,2.176676234006882,57.12,0.3224255914044807,89.654
33,2.396146149635315,57.63,0.3116756231736039,90.034
34,2.2759619164466858,56.0,0.30808034682136665,90.202
35,2.2952698183059694,58.15,0.29689367582349824,90.4
36,2.27713250041008,56.85,0.2966377624998922,90.404
37,2.312221192121506,56.1,0.27946929528813835,91.074
38,2.4574764692783355,55.85,0.27898687855971743,91.098
39,2.243490581512451,56.18,0.2808075784264928,91.112
40,2.4593441820144655,59.97,0.13093909388765348,95.716
41,2.6492279255390168,60.36,0.07472301297880651,97.628
42,2.8218979239463806,60.38,0.05925208819158318,98.06
43,2.873633836507797,60.77,0.04681974046927927,98.474
44,2.7849375367164613,60.95,0.04153718363822383,98.63
45,2.9247429358959196,61.05,0.03520890356689368,98.886
46,3.058303430080414,61.0,0.030210224707620432,99.048
47,3.2102757585048676,60.55,0.027463791989590352,99.132
48,3.308286272287369,60.66,0.02474519368969714,99.238
49,3.2710595154762268,60.78,0.02464653757687234,99.222
50,3.2616631960868836,61.11,0.02113745755770856,99.372
51,3.2518455004692077,61.22,0.02060711653897172,99.298
52,3.237597043514252,61.25,0.01937553131758757,99.434
53,3.2617507874965668,61.05,0.018247272481944153,99.43
54,3.2841076219081877,61.22,0.018870235809608532,99.434
55,3.3433418107032775,61.18,0.017808422004557487,99.452
56,3.346369733810425,61.3,0.01661659176449489,99.46
57,3.3147500455379486,61.41,0.0185211190634974,99.42
58,3.3048110151290895,61.36,0.01727148576337687,99.482
59,3.3572893929481507,61.29,0.017566048665522405,99.502
